,id,age,gender,size,breed
4792,44516549,Senior,Female,Medium,American Shorthair
4793,44516368,Senior,Female,Medium,American Shorthair
4794,44512453,Adult,Male,Medium,American Shorthair
4795,44510560,Baby,Male,Medium,American Shorthair
4796,44510396,Adult,Female,Medium,American Shorthair
4797,44510375,Baby,Male,Medium,American Shorthair
4798,44499273,Adult,Male,Medium,American Shorthair
4799,44493313,Senior,Male,Medium,American Shorthair
4800,44463885,Adult,Female,Medium,American Shorthair
4801,44491716,Baby,Female,Medium,American Shorthair
4802,44486609,Young,Male,Medium,American Shorthair
4803,44484852,Adult,Female,Small,American Shorthair
4804,44483140,Baby,Female,Medium,American Shorthair
4805,44477511,Senior,Female,Medium,American Shorthair
4806,44475409,Young,Female,Medium,American Shorthair
4807,44471155,Adult,Male,Medium,American Shorthair
4808,44470578,Adult,Male,Small,American Shorthair
4809,44466454,Young,Male,Medium,American Shorthair
4810,44464233,Young,Female,Medium,American Shorthair
4811,44461661,Adult,Female,Small,American Shorthair
4812,44461603,Young,Female,Medium,American Shorthair
4813,44459063,Adult,Female,Medium,American Shorthair
4814,44447921,Young,Female,Medium,American Shorthair
4815,44447859,Young,Male,Medium,American Shorthair
4816,44447815,Young,Male,Medium,American Shorthair
4817,44446399,Adult,Female,Small,American Shorthair
4818,44441149,Young,Female,Medium,American Shorthair
4819,44432247,Adult,Male,Large,American Shorthair
4820,44430972,Baby,Female,Medium,American Shorthair
4821,44430964,Baby,Female,Medium,American Shorthair
4822,44430951,Young,Female,Small,American Shorthair
4823,44430912,Young,Male,Large,American Shorthair
4824,44430895,Young,Male,Medium,American Shorthair
4825,44430754,Young,Female,Small,American Shorthair
4826,44429795,Adult,Female,Medium,American Shorthair
4827,44429701,Young,Female,Medium,American Shorthair
4828,44426758,Young,Male,Medium,American Shorthair
4829,44425260,Young,Female,Medium,American Shorthair
4830,44423991,Baby,Male,Medium,American Shorthair
4831,44416309,Adult,Female,Small,American Shorthair
4832,44415819,Adult,Female,Small,American Shorthair
4833,44415746,Young,Male,Medium,American Shorthair
4834,44415617,Adult,Male,Large,American Shorthair
4835,44415588,Adult,Male,Medium,American Shorthair
4836,44413873,Young,Male,Small,American Shorthair
4837,44413819,Adult,Female,Large,American Shorthair
4838,44411363,Young,Male,Small,American Shorthair
4839,44411224,Young,Female,Small,American Shorthair
4840,44410786,Adult,Female,Small,American Shorthair
4841,44410037,Baby,Female,Medium,American Shorthair
4842,44410028,Baby,Female,Medium,American Shorthair
4843,44410024,Baby,Female,Medium,American Shorthair
4844,44410019,Baby,Male,Medium,American Shorthair
4845,44410013,Baby,Male,Medium,American Shorthair
4846,44407551,Adult,Male,Medium,American Shorthair
4847,44403075,Young,Female,Medium,American Shorthair
4848,44403068,Young,Female,Medium,American Shorthair
4849,44399483,Adult,Female,Medium,American Shorthair
4850,44397417,Senior,Female,Small,American Shorthair
4851,44393372,Adult,Male,Small,American Shorthair
4852,44388378,Young,Male,Medium,American Shorthair
4853,44387896,Adult,Female,Small,American Shorthair
4854,44383053,Baby,Female,Medium,American Shorthair
4855,44378298,Young,Female,Medium,American Shorthair
4856,44378157,Adult,Male,Medium,American Shorthair
4857,44366471,Senior,Male,Small,American Shorthair
4858,44364802,Adult,Male,Medium,American Shorthair
4859,44364792,Baby,Male,Small,American Shorthair
4860,44364764,Baby,Female,Medium,American Shorthair
4861,44364768,Baby,Male,Small,American Shorthair
4862,44359894,Young,Female,Large,American Shorthair
4863,44358173,Young,Male,Medium,American Shorthair
4864,44357661,Young,Female,Medium,American Shorthair
4865,44357068,Young,Male,Medium,American Shorthair
4866,44352713,Young,Female,Medium,American Shorthair
4867,44350727,Baby,Female,Small,American Shorthair
4868,44350344,Adult,Female,Medium,American Shorthair
4869,44348227,Young,Male,Medium,American Shorthair
4870,44345539,Young,Male,Large,American Shorthair
4871,44345380,Young,Female,Medium,American Shorthair
4872,44345375,Young,Male,Medium,American Shorthair
4873,44344977,Young,Female,Small,American Shorthair
4874,44338772,Adult,Male,Medium,American Shorthair
4875,44338728,Adult,Male,Medium,American Shorthair
4876,44337277,Young,Male,Medium,American Shorthair
4877,44333967,Baby,Female,Medium,American Shorthair
4878,44332180,Adult,Male,Medium,American Shorthair
4879,44329720,Young,Female,Medium,American Shorthair
4880,44329430,Adult,Male,Medium,American Shorthair
4881,44323099,Baby,Female,Small,American Shorthair
4882,44322620,Young,Female,Medium,American Shorthair
4883,44317856,Adult,Female,Medium,American Shorthair
4884,44315259,Baby,Male,Medium,American Shorthair
4885,44311594,Baby,Female,Small,American Shorthair
4886,44311375,Baby,Male,Small,American Shorthair
4887,44309372,Young,Male,Medium,American Shorthair
4888,44308223,Young,Female,Medium,American Shorthair
4889,44308222,Young,Male,Medium,American Shorthair
4890,44308216,Adult,Female,Medium,American Shorthair
4891,44308197,Adult,Female,Medium,American Shorthair
4892,44308187,Baby,Male,Medium,American Shorthair
4893,44308179,Young,Female,Medium,American Shorthair
4894,44308172,Senior,Male,Medium,American Shorthair
4895,44308166,Adult,Female,Medium,American Shorthair
4896,44308159,Adult,Female,Medium,American Shorthair
4897,44308127,Adult,Male,Medium,American Shorthair
4898,44308118,Adult,Male,Medium,American Shorthair
4899,44307507,Young,Male,Medium,American Shorthair
4900,44303901,Adult,Female,Medium,American Shorthair
4901,44303389,Baby,Male,Medium,American Shorthair
4902,44303312,Baby,Male,Medium,American Shorthair
4903,44302933,Young,Female,Small,American Shorthair
4904,44300584,Young,Male,Medium,American Shorthair
4905,44300359,Adult,Female,Medium,American Shorthair
4906,44300364,Adult,Female,Medium,American Shorthair
4907,44300224,Adult,Male,Medium,American Shorthair
4908,44300216,Adult,Female,Medium,American Shorthair
4909,44287599,Young,Male,Medium,American Shorthair
4910,44286101,Young,Female,Medium,American Shorthair
4911,44284574,Baby,Male,Small,American Shorthair
4912,44284468,Baby,Female,Small,American Shorthair
4913,44276860,Adult,Male,Medium,American Shorthair
4914,44276775,Baby,Male,Small,American Shorthair
4915,44275244,Adult,Male,Large,American Shorthair
4916,44271005,Young,Female,Small,American Shorthair
4917,44268109,Young,Female,Medium,American Shorthair
4918,44268041,Young,Female,Medium,American Shorthair
4919,44264784,Young,Male,Medium,American Shorthair
4920,44263508,Baby,Female,Medium,American Shorthair
4921,44263497,Adult,Male,Large,American Shorthair
4922,44261312,Young,Female,Medium,American Shorthair
4923,44260516,Young,Male,Medium,American Shorthair
4924,44259776,Baby,Female,Medium,American Shorthair
4925,44259187,Young,Female,Small,American Shorthair
4926,44258842,Young,Female,Small,American Shorthair
4927,44257387,Baby,Female,Small,American Shorthair
4928,44257345,Young,Female,Small,American Shorthair
4929,44257303,Adult,Female,Medium,American Shorthair
4930,44257206,Adult,Female,Medium,American Shorthair
4931,44248143,Young,Male,Medium,American Shorthair
4932,44245732,Adult,Male,Medium,American Shorthair
4933,44242354,Young,Male,Large,American Shorthair
4934,44239127,Young,Female,Large,American Shorthair
4935,44238774,Baby,Male,Small,American Shorthair
4936,44235097,Young,Female,Small,American Shorthair
4937,44233381,Adult,Male,Medium,American Shorthair
4938,44233082,Young,Male,Small,American Shorthair
4939,44230863,Adult,Male,Small,American Shorthair
4940,44230815,Senior,Female,Small,American Shorthair
4941,44228489,Adult,Female,Medium,American Shorthair
4942,44228106,Young,Male,Medium,American Shorthair
4943,44223288,Baby,Male,Medium,American Shorthair
4944,44223172,Baby,Male,Medium,American Shorthair
4945,44222997,Baby,Female,Medium,American Shorthair
4946,44222916,Baby,Female,Medium,American Shorthair
4947,44222796,Baby,Female,Medium,American Shorthair
4948,44221614,Baby,Female,Small,American Shorthair
4949,44220806,Adult,Male,Medium,American Shorthair
4950,44213744,Adult,Male,Medium,American Shorthair
4951,44211406,Adult,Male,Medium,American Shorthair
4952,44205714,Baby,Male,Small,American Shorthair
4953,44200195,Baby,Female,Medium,American Shorthair
4954,44191488,Baby,Male,Medium,American Shorthair
4955,44191298,Baby,Female,Medium,American Shorthair
4956,44191289,Baby,Male,Medium,American Shorthair
4957,44186316,Young,Female,Medium,American Shorthair
4958,44173791,Adult,Female,Medium,American Shorthair
4959,44168698,Adult,Male,Medium,American Shorthair
4960,44160397,Baby,Male,Medium,American Shorthair
4961,44110579,Adult,Male,Medium,American Shorthair
4962,44110557,Young,Female,Small,American Shorthair
4963,44159154,Adult,Male,Large,American Shorthair
4964,44159101,Adult,Female,Medium,American Shorthair
4965,44156289,Senior,Male,Large,American Shorthair
4966,44154971,Adult,Female,Medium,American Shorthair
4967,44154912,Baby,Male,Medium,American Shorthair
4968,44154687,Baby,Female,Small,American Shorthair
4969,44151602,Young,Female,Large,American Shorthair
4970,44151763,Young,Female,Small,American Shorthair
4971,44151751,Young,Male,Medium,American Shorthair
4972,44151323,Adult,Male,Large,American Shorthair
4973,44151237,Adult,Male,Large,American Shorthair
4974,44151190,Adult,Male,Extra Large,American Shorthair
4975,44150938,Young,Female,Medium,American Shorthair
4976,44146938,Adult,Male,Medium,American Shorthair
4977,44140168,Baby,Female,Medium,American Shorthair
4978,44140128,Young,Female,Medium,American Shorthair
4979,44139742,Young,Female,Medium,American Shorthair
4980,44134178,Baby,Female,Medium,American Shorthair
4981,44134147,Young,Male,Large,American Shorthair
4982,44134137,Baby,Male,Medium,American Shorthair
4983,44132758,Young,Female,Small,American Shorthair
4984,44129473,Young,Male,Medium,American Shorthair
4985,44129462,Adult,Male,Extra Large,American Shorthair
4986,44125019,Baby,Female,Small,American Shorthair
4987,44124891,Young,Female,Medium,American Shorthair
4988,44123532,Adult,Male,Medium,American Shorthair
4989,44119193,Baby,Female,Medium,American Shorthair
4990,44112426,Adult,Female,Medium,American Shorthair
4991,44107227,Senior,Male,Large,American Shorthair
4992,44067824,Adult,Female,Small,American Shorthair
4993,44100624,Baby,Female,Medium,American Shorthair
4994,44100454,Baby,Male,Small,American Shorthair
4995,44092505,Young,Female,Medium,American Shorthair
4996,44090651,Adult,Female,Medium,American Shorthair
4997,44087417,Adult,Male,Large,American Shorthair
4998,44078915,Young,Female,Medium,American Shorthair
4999,44077746,Baby,Female,Medium,American Shorthair
5000,44077730,Baby,Male,Medium,American Shorthair
5001,44077666,Baby,Male,Medium,American Shorthair
5002,44069359,Young,Female,Small,American Shorthair
5003,44069333,Baby,Female,Small,American Shorthair
5004,44065989,Baby,Female,Medium,American Shorthair
5005,44065977,Baby,Male,Medium,American Shorthair
5006,44065868,Senior,Female,Medium,American Shorthair
5007,44062788,Baby,Female,Small,American Shorthair
5008,44056468,Baby,Male,Small,American Shorthair
5009,44056466,Baby,Male,Small,American Shorthair
5010,44055235,Adult,Male,Medium,American Shorthair
5011,44055224,Baby,Male,Small,American Shorthair
5012,44054760,Senior,Female,Medium,American Shorthair
5013,44046200,Adult,Female,Medium,American Shorthair
5014,44044999,Adult,Female,Small,American Shorthair
5015,44044701,Baby,Female,Small,American Shorthair
5016,44044690,Baby,Female,Small,American Shorthair
5017,44044104,Baby,Male,Medium,American Shorthair
5018,44042614,Young,Female,Medium,American Shorthair
5019,44041071,Young,Female,Medium,American Shorthair
5020,44040184,Young,Male,Medium,American Shorthair
5021,44040138,Young,Female,Medium,American Shorthair
5022,44040090,Young,Male,Medium,American Shorthair
5023,44038326,Young,Male,Medium,American Shorthair
5024,44038298,Baby,Female,Medium,American Shorthair
5025,44038232,Young,Male,Medium,American Shorthair
5026,44024836,Baby,Female,Medium,American Shorthair
5027,44023316,Adult,Female,Medium,American Shorthair
5028,43992679,Baby,Male,Medium,American Shorthair
5029,44013380,Baby,Male,Medium,American Shorthair
5030,44013081,Adult,Male,Large,American Shorthair
5031,44008779,Adult,Female,Small,American Shorthair
5032,44008736,Baby,Female,Medium,American Shorthair
5033,44008670,Adult,Male,Medium,American Shorthair
5034,44008652,Young,Female,Medium,American Shorthair
5035,44007312,Young,Male,Medium,American Shorthair
5036,44007278,Young,Male,Medium,American Shorthair
5037,44002830,Young,Male,Medium,American Shorthair
5038,44002537,Young,Female,Medium,American Shorthair
5039,44002528,Young,Male,Medium,American Shorthair
5040,44002514,Young,Male,Medium,American Shorthair
5041,44002416,Young,Male,Medium,American Shorthair
5042,44002394,Young,Female,Medium,American Shorthair
5043,44002371,Young,Female,Medium,American Shorthair
5044,44002228,Baby,Male,Medium,American Shorthair
5045,44002198,Adult,Female,Medium,American Shorthair
5046,44002169,Baby,Female,Small,American Shorthair
5047,44001770,Young,Male,Medium,American Shorthair
5048,43996025,Young,Male,Medium,American Shorthair
5049,43996016,Baby,Female,Small,American Shorthair
5050,43992017,Young,Female,Small,American Shorthair
5051,43989174,Young,Male,Medium,American Shorthair
5052,43989046,Young,Female,Medium,American Shorthair
5053,43989036,Young,Female,Medium,American Shorthair
5054,43986822,Adult,Female,Small,American Shorthair
5055,43986793,Adult,Female,Small,American Shorthair
5056,43986773,Young,Female,Small,American Shorthair
5057,43986759,Young,Female,Small,American Shorthair
5058,43986104,Baby,Male,Small,American Shorthair
5059,43983151,Young,Male,Medium,American Shorthair
5060,43983142,Adult,Female,Small,American Shorthair
5061,43983130,Young,Female,Small,American Shorthair
5062,43982957,Young,Male,Medium,American Shorthair
5063,43982904,Adult,Male,Large,American Shorthair
5064,43978331,Adult,Female,Medium,American Shorthair
5065,43978202,Baby,Male,Medium,American Shorthair
5066,43975684,Senior,Female,Large,American Shorthair
5067,43973872,Adult,Male,Medium,American Shorthair
5068,43973406,Adult,Female,Medium,American Shorthair
5069,43972873,Young,Male,Small,American Shorthair
5070,43969041,Young,Male,Small,American Shorthair
5071,43965156,Young,Female,Medium,American Shorthair
5072,43961620,Baby,Male,Medium,American Shorthair
5073,43958317,Adult,Female,Medium,American Shorthair
5074,43958308,Young,Male,Medium,American Shorthair
5075,43957950,Young,Male,Small,American Shorthair
5076,43955534,Baby,Female,Small,American Shorthair
5077,43954806,Young,Female,Medium,American Shorthair
5078,43953611,Young,Female,Medium,American Shorthair
5079,43953591,Young,Male,Medium,American Shorthair
5080,43946448,Adult,Female,Medium,American Shorthair
5081,43945861,Young,Female,Small,American Shorthair
5082,43943326,Baby,Female,Medium,American Shorthair
5083,43943324,Baby,Male,Medium,American Shorthair
5084,43932048,Baby,Male,Medium,American Shorthair
5085,43931747,Baby,Male,Medium,American Shorthair
5086,43931679,Young,Female,Medium,American Shorthair
5087,43931606,Young,Male,Medium,American Shorthair
5088,43931540,Young,Male,Medium,American Shorthair
5089,43931461,Baby,Female,Medium,American Shorthair
5090,43931439,Baby,Male,Medium,American Shorthair
5091,43931309,Baby,Female,Medium,American Shorthair
5092,43931258,Young,Male,Medium,American Shorthair
5093,43927904,Young,Female,Small,American Shorthair
5094,43927184,Young,Female,Medium,American Shorthair
5095,43927171,Adult,Female,Medium,American Shorthair
5096,43927144,Baby,Male,Medium,American Shorthair
5097,43927093,Baby,Male,Medium,American Shorthair
5098,43927038,Young,Male,Medium,American Shorthair
5099,43926995,Adult,Male,Medium,American Shorthair
5100,43926390,Adult,Female,Medium,American Shorthair
5101,43921962,Baby,Male,Small,American Shorthair
5102,43921685,Adult,Female,Small,American Shorthair
5103,43917240,Young,Male,Medium,American Shorthair
5104,43916523,Baby,Female,Small,American Shorthair
5105,43914058,Young,Female,Medium,American Shorthair
5106,43911620,Baby,Male,Medium,American Shorthair
5107,43910880,Adult,Male,Small,American Shorthair
5108,43910572,Baby,Male,Small,American Shorthair
5109,43907558,Young,Female,Medium,American Shorthair
5110,43899786,Baby,Female,Medium,American Shorthair
5111,43899046,Young,Male,Medium,American Shorthair
5112,43899030,Adult,Female,Medium,American Shorthair
5113,43899015,Young,Male,Medium,American Shorthair
5114,43899006,Young,Male,Medium,American Shorthair
5115,43898996,Adult,Female,Medium,American Shorthair
5116,43898795,Young,Male,Medium,American Shorthair
5117,43898783,Young,Male,Medium,American Shorthair
5118,43898735,Young,Female,Medium,American Shorthair
5119,43898713,Adult,Female,Large,American Shorthair
5120,43898707,Adult,Female,Medium,American Shorthair
5121,43898620,Young,Male,Medium,American Shorthair
5122,43898615,Young,Male,Medium,American Shorthair
5123,43898602,Young,Male,Medium,American Shorthair
5124,43898540,Young,Female,Medium,American Shorthair
5125,43898202,Young,Female,Medium,American Shorthair
5126,43898183,Senior,Female,Large,American Shorthair
5127,43897780,Young,Male,Large,American Shorthair
5128,43896254,Baby,Female,Medium,American Shorthair
5129,43896255,Baby,Female,Medium,American Shorthair
5130,43891327,Young,Female,Large,American Shorthair
5131,43891118,Baby,Male,Medium,American Shorthair
5132,43890938,Baby,Female,Medium,American Shorthair
5133,43890852,Baby,Male,Medium,American Shorthair
5134,43890784,Adult,Male,Small,American Shorthair
5135,43884757,Young,Female,Medium,American Shorthair
5136,43883352,Adult,Male,Medium,American Shorthair
5137,43883337,Adult,Male,Large,American Shorthair
5138,43883309,Adult,Male,Medium,American Shorthair
5139,43883290,Adult,Male,Medium,American Shorthair
5140,43883268,Adult,Female,Medium,American Shorthair
5141,43882544,Adult,Female,Medium,American Shorthair
5142,43879493,Baby,Female,Small,American Shorthair
5143,43878995,Adult,Male,Medium,American Shorthair
5144,43878438,Adult,Male,Large,American Shorthair
5145,43876321,Adult,Male,Large,American Shorthair
5146,43872325,Senior,Female,Medium,American Shorthair
5147,43872188,Baby,Male,Medium,American Shorthair
5148,43871838,Young,Male,Medium,American Shorthair
5149,43871810,Baby,Male,Medium,American Shorthair
5150,43871765,Baby,Male,Medium,American Shorthair
5151,43871723,Baby,Male,Medium,American Shorthair
5152,43871574,Young,Female,Medium,American Shorthair
5153,43866756,Adult,Female,Medium,American Shorthair
5154,43866754,Adult,Male,Medium,American Shorthair
5155,43864722,Adult,Female,Medium,American Shorthair
5156,43864397,Young,Male,Medium,American Shorthair
5157,43864019,Baby,Male,Medium,American Shorthair
5158,43863773,Young,Female,Medium,American Shorthair
5159,43857488,Baby,Female,Small,American Shorthair
5160,43857468,Adult,Female,Medium,American Shorthair
5161,43852822,Young,Male,Medium,American Shorthair
5162,43850587,Baby,Female,Medium,American Shorthair
5163,43850484,Young,Female,Small,American Shorthair
5164,43850257,Baby,Male,Medium,American Shorthair
5165,43848462,Young,Female,Small,American Shorthair
5166,43844798,Young,Male,Medium,American Shorthair
5167,43844783,Adult,Male,Large,American Shorthair
5168,43839898,Adult,Male,Medium,American Shorthair
5169,43835402,Adult,Male,Medium,American Shorthair
5170,43834766,Baby,Female,Medium,American Shorthair
5171,43830752,Young,Female,Medium,American Shorthair
5172,43830731,Adult,Female,Medium,American Shorthair
5173,43829416,Adult,Male,Large,American Shorthair
5174,43829206,Baby,Male,Medium,American Shorthair
5175,43827189,Adult,Female,Medium,American Shorthair
5176,43827142,Young,Female,Medium,American Shorthair
5177,43827057,Young,Female,Medium,American Shorthair
5178,43823044,Baby,Male,Medium,American Shorthair
5179,43823037,Baby,Male,Medium,American Shorthair
5180,43820393,Baby,Male,Medium,American Shorthair
5181,43819494,Adult,Female,Large,American Shorthair
5182,43805866,Young,Male,Medium,American Shorthair
5183,43801007,Baby,Female,Medium,American Shorthair
5184,43800403,Adult,Female,Medium,American Shorthair
5185,43800381,Adult,Male,Medium,American Shorthair
5186,43797870,Senior,Male,Large,American Shorthair
5187,43797420,Young,Female,Small,American Shorthair
5188,43797389,Young,Female,Small,American Shorthair
5189,43794687,Baby,Male,Medium,American Shorthair
5190,43791701,Young,Male,Medium,American Shorthair
5191,43791419,Young,Male,Large,American Shorthair
5192,43790578,Baby,Female,Small,American Shorthair
5193,43790546,Young,Male,Medium,American Shorthair
5194,43783737,Young,Female,Medium,American Shorthair
5195,43783707,Young,Female,Medium,American Shorthair
5196,43774222,Baby,Female,Medium,American Shorthair
5197,43773729,Young,Female,Small,American Shorthair
5198,43773683,Young,Female,Medium,American Shorthair
5199,43773678,Adult,Female,Large,American Shorthair
5200,43773587,Baby,Female,Medium,American Shorthair
5201,43773566,Baby,Male,Medium,American Shorthair
5202,43773562,Baby,Female,Medium,American Shorthair
5203,43773557,Baby,Male,Medium,American Shorthair
5204,43773509,Baby,Female,Medium,American Shorthair
5205,43773079,Baby,Male,Small,American Shorthair
5206,43773013,Young,Male,Medium,American Shorthair
5207,43772948,Baby,Female,Medium,American Shorthair
5208,43769572,Young,Male,Small,American Shorthair
5209,43769558,Young,Female,Small,American Shorthair
5210,43759141,Young,Female,Medium,American Shorthair
5211,43762951,Baby,Female,Medium,American Shorthair
5212,43762793,Adult,Female,Small,American Shorthair
5213,43757913,Baby,Female,Medium,American Shorthair
5214,43757883,Young,Male,Medium,American Shorthair
5215,43753476,Young,Male,Medium,American Shorthair
5216,43753459,Young,Female,Small,American Shorthair
5217,43753452,Baby,Male,Medium,American Shorthair
5218,43753449,Baby,Male,Medium,American Shorthair
5219,43753440,Adult,Male,Medium,American Shorthair
5220,43753031,Young,Male,Medium,American Shorthair
5221,43744609,Baby,Female,Small,American Shorthair
5222,43742921,Baby,Male,Small,American Shorthair
5223,43742407,Young,Female,Medium,American Shorthair
5224,43736878,Adult,Female,Medium,American Shorthair
5225,43736304,Young,Female,Medium,American Shorthair
5226,43736293,Young,Female,Medium,American Shorthair
5227,43736282,Young,Female,Medium,American Shorthair
5228,43736279,Baby,Male,Medium,American Shorthair
5229,43736276,Baby,Female,Small,American Shorthair
5230,43732659,Adult,Male,Small,American Shorthair
5231,43732658,Young,Male,Small,American Shorthair
5232,43732657,Young,Female,Small,American Shorthair
5233,43729718,Senior,Female,Medium,American Shorthair
5234,43729694,Young,Male,Large,American Shorthair
5235,43725817,Adult,Male,Medium,American Shorthair
5236,43725571,Baby,Male,Medium,American Shorthair
5237,43725515,Baby,Male,Medium,American Shorthair
5238,43721834,Adult,Female,Medium,American Shorthair
5239,43721583,Baby,Female,Small,American Shorthair
5240,43721474,Young,Male,Small,American Shorthair
5241,43720842,Young,Female,Medium,American Shorthair
5242,43720821,Young,Female,Large,American Shorthair
5243,43720807,Baby,Male,Small,American Shorthair
5244,43720789,Young,Female,Medium,American Shorthair
5245,43717102,Adult,Male,Medium,American Shorthair
5246,43717045,Young,Female,Medium,American Shorthair
5247,43717002,Young,Female,Medium,American Shorthair
5248,43716935,Young,Female,Medium,American Shorthair
5249,43716863,Young,Female,Medium,American Shorthair
5250,43716741,Young,Male,Medium,American Shorthair
5251,43716242,Baby,Male,Medium,American Shorthair
5252,43716017,Baby,Female,Medium,American Shorthair
5253,43715404,Adult,Female,Large,American Shorthair
5254,43715380,Adult,Male,Medium,American Shorthair
5255,43715316,Baby,Male,Medium,American Shorthair
5256,43714872,Young,Male,Medium,American Shorthair
5257,43714793,Young,Male,Small,American Shorthair
5258,43714565,Baby,Male,Large,American Shorthair
5259,43714486,Baby,Male,Small,American Shorthair
5260,43714417,Young,Female,Medium,American Shorthair
5261,43714349,Adult,Female,Medium,American Shorthair
5262,43714271,Adult,Male,Medium,American Shorthair
5263,43714246,Baby,Male,Small,American Shorthair
5264,43714231,Baby,Female,Small,American Shorthair
5265,43714219,Young,Male,Medium,American Shorthair
5266,43714211,Baby,Male,Small,American Shorthair
5267,43714190,Baby,Female,Small,American Shorthair
5268,43714138,Baby,Male,Small,American Shorthair
5269,43714115,Adult,Male,Medium,American Shorthair
5270,43713612,Baby,Male,Large,American Shorthair
5271,43713609,Young,Female,Medium,American Shorthair
5272,43713024,Adult,Male,Medium,American Shorthair
5273,43710576,Baby,Male,Medium,American Shorthair
5274,43707051,Adult,Male,Medium,American Shorthair
5275,43698914,Senior,Male,Large,American Shorthair
5276,43692574,Baby,Female,Medium,American Shorthair
5277,43692149,Young,Male,Medium,American Shorthair
5278,43688571,Adult,Female,Medium,American Shorthair
5279,43684508,Adult,Male,Small,American Shorthair
5280,43683530,Adult,Male,Medium,American Shorthair
5281,43683173,Young,Male,Medium,American Shorthair
5282,43676499,Baby,Male,Medium,American Shorthair
5283,43673759,Adult,Female,Large,American Shorthair
5284,43671466,Adult,Female,Medium,American Shorthair
5285,43671458,Adult,Female,Medium,American Shorthair
5286,43671456,Adult,Female,Medium,American Shorthair
5287,43671452,Adult,Female,Medium,American Shorthair
5288,43671429,Baby,Male,Medium,American Shorthair
5289,43671445,Adult,Female,Medium,American Shorthair
5290,43671443,Adult,Male,Medium,American Shorthair
5291,43671439,Adult,Male,Medium,American Shorthair
5292,43671428,Adult,Male,Medium,American Shorthair
5293,43669516,Young,Male,Medium,American Shorthair
5294,43669506,Young,Female,Medium,American Shorthair
5295,43664349,Young,Male,Large,American Shorthair
5296,43660566,Baby,Female,Medium,American Shorthair
5297,43656024,Senior,Male,Medium,American Shorthair
5298,43650591,Young,Male,Small,American Shorthair
5299,43646262,Young,Female,Medium,American Shorthair
5300,43637271,Young,Female,Small,American Shorthair
5301,43637028,Adult,Male,Large,American Shorthair
5302,43636833,Adult,Female,Medium,American Shorthair
5303,43632513,Adult,Male,Medium,American Shorthair
5304,43629128,Adult,Female,Medium,American Shorthair
5305,43629079,Baby,Male,Medium,American Shorthair
5306,43629063,Baby,Male,Medium,American Shorthair
5307,43628895,Baby,Female,Medium,American Shorthair
5308,43628887,Baby,Male,Medium,American Shorthair
5309,43626661,Adult,Female,Medium,American Shorthair
5310,43626015,Adult,Female,Medium,American Shorthair
5311,43625524,Baby,Male,Medium,American Shorthair
5312,43625460,Young,Male,Medium,American Shorthair
5313,43623094,Baby,Female,Small,American Shorthair
5314,43617220,Adult,Male,Small,American Shorthair
5315,43616536,Young,Male,Large,American Shorthair
5316,43616526,Young,Female,Medium,American Shorthair
5317,43613285,Adult,Female,Medium,American Shorthair
5318,43608704,Young,Female,Medium,American Shorthair
5319,43608699,Young,Female,Medium,American Shorthair
5320,43608359,Young,Female,Small,American Shorthair
5321,43607871,Adult,Male,Medium,American Shorthair
5322,43603534,Young,Female,Medium,American Shorthair
5323,43603525,Senior,Female,Medium,American Shorthair
5324,43603518,Young,Female,Medium,American Shorthair
5325,43602900,Adult,Male,Medium,American Shorthair
5326,43602880,Adult,Female,Medium,American Shorthair
5327,43602872,Baby,Female,Medium,American Shorthair
5328,43600430,Baby,Female,Small,American Shorthair
5329,43600092,Baby,Female,Small,American Shorthair
5330,43598069,Young,Female,Medium,American Shorthair
5331,43598021,Baby,Female,Medium,American Shorthair
5332,43596022,Young,Female,Medium,American Shorthair
5333,43589708,Adult,Male,Medium,American Shorthair
5334,43584583,Baby,Male,Medium,American Shorthair
5335,43584578,Baby,Male,Medium,American Shorthair
5336,43584571,Baby,Female,Medium,American Shorthair
5337,43584223,Young,Male,Small,American Shorthair
5338,43582502,Young,Female,Medium,American Shorthair
5339,43577847,Baby,Male,Small,American Shorthair
5340,43577784,Young,Female,Medium,American Shorthair
5341,43577641,Baby,Female,Medium,American Shorthair
5342,43577625,Adult,Female,Small,American Shorthair
5343,43577549,Baby,Male,Medium,American Shorthair
5344,43577532,Baby,Male,Medium,American Shorthair
5345,43577508,Young,Male,Medium,American Shorthair
5346,43577484,Baby,Male,Medium,American Shorthair
5347,43577467,Baby,Male,Medium,American Shorthair
5348,43577444,Baby,Male,Medium,American Shorthair
5349,43577431,Baby,Male,Large,American Shorthair
5350,43577380,Baby,Female,Medium,American Shorthair
5351,43577364,Baby,Female,Medium,American Shorthair
5352,43577354,Baby,Female,Medium,American Shorthair
5353,43577338,Baby,Female,Medium,American Shorthair
5354,43576345,Baby,Male,Medium,American Shorthair
5355,43569464,Baby,Female,Medium,American Shorthair
5356,43569276,Young,Female,Medium,American Shorthair
5357,43568663,Adult,Female,Medium,American Shorthair
5358,43567287,Adult,Female,Small,American Shorthair
5359,43564619,Baby,Male,Large,American Shorthair
5360,43561382,Young,Male,Medium,American Shorthair
5361,43560960,Young,Female,Small,American Shorthair
5362,43552814,Baby,Male,Medium,American Shorthair
5363,43552189,Adult,Female,Medium,American Shorthair
5364,43552027,Adult,Female,Medium,American Shorthair
5365,43538341,Baby,Male,Medium,American Shorthair
